綜合評分,日文店名,英文店名,Blog
3.85,産直屋 たか,Sanchokuya Taka,https://tabelog.com/tw/tokyo/A1303/A130301/13008327/
3.85,麺LABOひろ,Menrabohiro,https://tabelog.com/tw/tokyo/A1317/A131702/13203210/
3.85,レストラン コバヤシ,Restaurant Kobayashi,https://tabelog.com/tw/tokyo/A1312/A131202/13002939/
3.85,ロドラント ミノルナキジン,L'Odorante par Minoru Nakijin,https://tabelog.com/tw/tokyo/A1301/A130101/13054492/
3.85,アディクト オ シュクル,Addict au Sucre,https://tabelog.com/tw/tokyo/A1317/A131702/13171753/
3.85,児ノ木,Chigonoki,https://tabelog.com/tw/tokyo/A1319/A131901/13154006/
3.85,南蛮 銀圓亭,Namban Ginentei,https://tabelog.com/tw/tokyo/A1301/A130101/13002305/
3.85,ラ シャッス,LA CHASSE,https://tabelog.com/tw/tokyo/A1307/A130701/13025071/
3.85,Bar Tiare,Bathiare,https://tabelog.com/tw/tokyo/A1308/A130801/13100967/
3.85,寿製麺 よしかわ 西台駅前店,Kotobukiseimenyoshikawa,https://tabelog.com/tw/tokyo/A1322/A132205/13228611/
3.85,IBAIA,Ibaia,https://tabelog.com/tw/tokyo/A1301/A130101/13159072/
3.85,銀座かつかみ,Ginzakatsukami,https://tabelog.com/tw/tokyo/A1301/A130101/13225476/
3.85,焼鳥今井,Yakitoriimai,https://tabelog.com/tw/tokyo/A1306/A130603/13025995/
3.85,蜀郷香,Shuushanshan,https://tabelog.com/tw/tokyo/A1309/A130903/13115724/
3.85,山さき,Yamasaki,https://tabelog.com/tw/tokyo/A1309/A130905/13000458/
3.85,鮨桂太,sushikeita,https://tabelog.com/tw/tokyo/A1313/A131301/13213360/
3.85,鮨 一條,Sushiichijou,https://tabelog.com/tw/tokyo/A1302/A130204/13191562/
3.85,ヒロヤ,Hiroya,https://tabelog.com/tw/tokyo/A1306/A130603/13160443/
3.85,焼肉うしごろ 銀座並木通り店,Yakinikuushigoro,https://tabelog.com/tw/tokyo/A1301/A130101/13226719/
3.85,寿修,Jushuu,https://tabelog.com/tw/tokyo/A1306/A130602/13119927/
3.85,オルランド,Orlando,https://tabelog.com/tw/tokyo/A1303/A130301/13174925/
3.85,マジカメンテ,MAGICAMENTE,https://tabelog.com/tw/tokyo/A1303/A130302/13121950/
3.84,煮干鰮らーめん 圓,Niboshiiwashiramenen,https://tabelog.com/tw/tokyo/A1329/A132904/13091258/
3.84,石臼挽き手打 蕎楽亭,ishiusuhikiteuchikyourakutei,https://tabelog.com/tw/tokyo/A1309/A130905/13000479/
3.84,らぁ麺 はやし田 新宿本店,Ramenhayashida,https://tabelog.com/tw/tokyo/A1304/A130401/13216496/
3.84,VIRON,viron,https://tabelog.com/tw/tokyo/A1302/A130201/13043904/
3.84,もち豚とんかつ たいよう,mochibutatonkatsutaiyou,https://tabelog.com/tw/tokyo/A1317/A131710/13059862/
3.84,365日,Sambikurokujuugonichi,https://tabelog.com/tw/tokyo/A1318/A131810/13164031/
3.84,フランス菓子 パティシエ ショコラティエ イナムラショウゾウ,furansugashipathishieshokorathieinamurashouzou,https://tabelog.com/tw/tokyo/A1311/A131105/13047298/
3.84,ラ ターブル ドゥ ジョエル・ロブション,LA TABLE de Joel Robuchon,https://tabelog.com/tw/tokyo/A1303/A130302/13010725/
3.84,アトリエコータ,ATELIER KOHTA,https://tabelog.com/tw/tokyo/A1309/A130905/13136823/
3.84,虎穴,Fushue,https://tabelog.com/tw/tokyo/A1302/A130204/13098919/
3.84,アンティカ オステリア カルネヤ,ANTICA OSTERIA CARNEYA,https://tabelog.com/tw/tokyo/A1309/A130905/13045549/
3.84,ピエール・ガニェール,PIERRE GAGNAIRE ,https://tabelog.com/tw/tokyo/A1308/A130802/13103993/
3.84,フレデリック カッセル 銀座三越,Furederikkukasseru,https://tabelog.com/tw/tokyo/A1301/A130101/13116839/
3.84,焼肉くにもと 新館,Kunimoto Shinkan,https://tabelog.com/tw/tokyo/A1314/A131401/13035852/
3.84,中華そば 満鶏軒,chuukasobamanchi-ken,https://tabelog.com/tw/tokyo/A1312/A131201/13220773/
3.84,蒼天 南口店,Souten,https://tabelog.com/tw/tokyo/A1323/A132302/13092061/
3.84,キノシタ,Kinoshita,https://tabelog.com/tw/tokyo/A1318/A131810/13001058/
3.84,焼き鳥 丈参,Takesan,https://tabelog.com/tw/tokyo/A1302/A130204/13046105/
3.84,Felicelina,Felicelina,https://tabelog.com/tw/tokyo/A1317/A131701/13130019/
3.84,パティスリーサロン・ドゥ・テ アミティエ,Patisserie Salom de the Amitie,https://tabelog.com/tw/tokyo/A1309/A130905/13047005/
3.84,EST!,Esuto,https://tabelog.com/tw/tokyo/A1311/A131101/13003582/
3.84,歯車,Haguruma,https://tabelog.com/tw/tokyo/A1309/A130905/13045080/
3.84,西洋料理 島,Shima,https://tabelog.com/tw/tokyo/A1302/A130202/13000495/
3.84,浅草じゅうろく,Asakusajuuroku,https://tabelog.com/tw/tokyo/A1311/A131102/13185027/
3.84,シチリア屋,Shichiriaya,https://tabelog.com/tw/tokyo/A1323/A132301/13172747/
3.84,CarneSio east,CarneSio east,https://tabelog.com/tw/tokyo/A1303/A130302/13211666/
3.84,マルゴット エ バッチャーレ,Margotto e Baciare,https://tabelog.com/tw/tokyo/A1307/A130703/13172139/
3.84,ほかけ,Hokake,https://tabelog.com/tw/tokyo/A1301/A130101/13002472/
3.84,鮨　臥龍,Sushigaryuu,https://tabelog.com/tw/tokyo/A1309/A130903/13127957/
3.84,鳥おか,Torioka,https://tabelog.com/tw/tokyo/A1307/A130701/13225103/
3.84,カルパシ,Kalpasi,https://tabelog.com/tw/tokyo/A1318/A131813/13202529/
3.84,レストラン ナンペイダイ,RESTAURANT NANPEIDAI,https://tabelog.com/tw/tokyo/A1303/A130301/13215830/
3.84,すず木,Suzuki,https://tabelog.com/tw/tokyo/A1313/A131301/13119576/
3.84,天冨良 いわ井,Tempuraiwai,https://tabelog.com/tw/tokyo/A1301/A130101/13183675/
3.83,うどん 丸香,Udon Maruka,https://tabelog.com/tw/tokyo/A1310/A131003/13000629/
3.83,Japanese Soba Noodles 蔦,Japanizusobanudorutsuta,https://tabelog.com/tw/tokyo/A1323/A132301/13136231/
3.83,とんかつ やまいち,Tonkatsuyamaichi,https://tabelog.com/tw/tokyo/A1310/A131002/13042246/
3.83,タンドールバル カマルプール,Kamarupuru,https://tabelog.com/tw/tokyo/A1313/A131303/13128960/
3.83,中華そば屋 伊藤,Chuukasobayaitou,https://tabelog.com/tw/tokyo/A1323/A132304/13008779/
3.83,ル パン ドゥ ジョエル・ロブション 渋谷ヒカリエShinQs店,Rupandojoerurobushon,https://tabelog.com/tw/tokyo/A1303/A130301/13140263/
3.83,焼肉 ジャンボ 本郷店,Jambo Hongo,https://tabelog.com/tw/tokyo/A1310/A131004/13110601/
3.83,シターラ 青山店,SITAARA,https://tabelog.com/tw/tokyo/A1306/A130602/13009705/
3.83,サーラ アマービレ,Sala Amabile,https://tabelog.com/tw/tokyo/A1301/A130101/13113809/
3.83,うち山,Uchiyama,https://tabelog.com/tw/tokyo/A1301/A130101/13002322/
3.83,レザンファン ギャテ,Les enfants gates,https://tabelog.com/tw/tokyo/A1303/A130303/13039567/
3.83,龍口酒家 本店,Ronkouchuucha,https://tabelog.com/tw/tokyo/A1318/A131807/13004350/
3.83,クリオロ 中目黒店,kurioro,https://tabelog.com/tw/tokyo/A1317/A131701/13077927/
3.83,銀座バードランド,ginzaba-dorando,https://tabelog.com/tw/tokyo/A1301/A130101/13004097/
3.83,石臼挽き手打ち蕎麦 高はし,ishiusubikiteuchisabatakahashi,https://tabelog.com/tw/tokyo/A1319/A131906/13004378/
3.83,六雁,Mutsukari,https://tabelog.com/tw/tokyo/A1301/A130101/13005014/
3.83,日本橋 長門,Nihombashinagato,https://tabelog.com/tw/tokyo/A1302/A130202/13011481/
3.83,赤坂璃宮 銀座店,Akasakarikyuu,https://tabelog.com/tw/tokyo/A1301/A130101/13013346/
3.83,マテリエル,materieru,https://tabelog.com/tw/tokyo/A1322/A132203/13110008/
3.83,Jean-Georges Tokyo,Jean-George Tokyo,https://tabelog.com/tw/tokyo/A1307/A130701/13166173/
3.83,Lien,Lien,https://tabelog.com/tw/tokyo/A1317/A131705/13176808/
3.83,SONKA,Sonka,https://tabelog.com/tw/tokyo/A1319/A131905/13174215/
3.83,すき焼割烹 日山,sukiyakikappouhiyama,https://tabelog.com/tw/tokyo/A1302/A130204/13003043/
3.83,鮨 真,Sushishin,https://tabelog.com/tw/tokyo/A1307/A130701/13004789/
3.83,清寿軒,Seijuken,https://tabelog.com/tw/tokyo/A1302/A130204/13213772/
3.83,中華そば 西川,Chuukasobanishikawa,https://tabelog.com/tw/tokyo/A1318/A131813/13213036/
3.83,ル・パラン,Ruparan,https://tabelog.com/tw/tokyo/A1304/A130401/13000988/
3.83,小笹,Kozasa,https://tabelog.com/tw/tokyo/A1303/A130301/13004630/
3.83,ベンガルカレーファクトリー,Bengarukarefakutori,https://tabelog.com/tw/tokyo/A1310/A131002/13220519/
3.83,すし匠 まさ,Sushishoumasa,https://tabelog.com/tw/tokyo/A1307/A130703/13016512/
3.83,デセール ル コントワール,Dessert Le Comptoir,https://tabelog.com/tw/tokyo/A1317/A131715/13108815/
3.83,negombo33 高円寺,Negombo33,https://tabelog.com/tw/tokyo/A1319/A131904/13228221/
3.83,ル・フルティエ,Rufuruthie,https://tabelog.com/tw/tokyo/A1318/A131814/13168751/
3.83,INUA,INUA,https://tabelog.com/tw/tokyo/A1309/A130905/13223613/
3.83,小満津,Komatsu,https://tabelog.com/tw/tokyo/A1319/A131904/13001079/
3.83,珀狼,Hakurou,https://tabelog.com/tw/tokyo/A1307/A130703/13206638/
3.83,定谷,SADAYA,https://tabelog.com/tw/tokyo/A1311/A131104/13031814/
3.83,ランベリー,L'Embellir,https://tabelog.com/tw/tokyo/A1307/A130703/13111824/
3.82,丸一,Maruichi,https://tabelog.com/tw/tokyo/A1315/A131503/13017765/
3.82,エシレ・メゾン デュ ブール,ECHIRE MAISON DU BEURRE,https://tabelog.com/tw/tokyo/A1302/A130201/13096439/
3.82,パンとエスプレッソと,"BREAD,ESPRESSO &",https://tabelog.com/tw/tokyo/A1306/A130602/13090477/
3.82,すずめや,Suzumeya,https://tabelog.com/tw/tokyo/A1305/A130501/13009255/
3.82,カレーハウス チリチリ,Curry House TIRI TIRI  ,https://tabelog.com/tw/tokyo/A1303/A130301/13002119/
3.82,OGINO organic Restaurant,oginoo-ganikkuresutoran,https://tabelog.com/tw/tokyo/A1317/A131705/13045099/
3.82,ベージュ アラン・デュカス 東京,BEIGE ALAIN DUCASSE TOKYO,https://tabelog.com/tw/tokyo/A1301/A130101/13010470/
3.82,トプカ 神田本店,Topuka,https://tabelog.com/tw/tokyo/A1310/A131002/13000377/
3.82,らぁめん小池,Ramenkoike,https://tabelog.com/tw/tokyo/A1318/A131809/13172994/
3.82,VIA Brianza,VIA Brianza,https://tabelog.com/tw/tokyo/A1307/A130702/13004549/
3.82,東白庵かりべ,Touhakuankaribe,https://tabelog.com/tw/tokyo/A1309/A130905/13131622/
3.82,ナポリピッツァ Pizzeria la Rossa,Naporipittsupittsuriararossa,https://tabelog.com/tw/tokyo/A1317/A131702/13130666/
3.82,煮干そば 流。,niboshisobaru,https://tabelog.com/tw/tokyo/A1323/A132304/13175140/
3.82,ラトラス,L’Atlas,https://tabelog.com/tw/tokyo/A1309/A130905/13059639/
3.82,MENSHO,MENSHO,https://tabelog.com/tw/tokyo/A1323/A132302/13203848/
3.82,ラ スフォリーナ,La Sfoglina,https://tabelog.com/tw/tokyo/A1306/A130603/13157731/
3.82,西麻布けんしろう,nishiazabukenshirou,https://tabelog.com/tw/tokyo/A1307/A130703/13184885/
3.82,なかがわ,Nakagawa,https://tabelog.com/tw/tokyo/A1313/A131301/13002379/
3.82,銀座 いっぱし,ginzaippashi,https://tabelog.com/tw/tokyo/A1301/A130103/13041208/
3.82,祥瑞,SHONZUI,https://tabelog.com/tw/tokyo/A1307/A130701/13001263/
3.82,パティスリー ラブリコチエ,Pathisuriraburikochie,https://tabelog.com/tw/tokyo/A1319/A131904/13100828/
3.82,リール ギンザ,Rire Ginza,https://tabelog.com/tw/tokyo/A1301/A130101/13188259/
3.82,パティスリー　ジュンウジタ,Patisserie JUN UJITA,https://tabelog.com/tw/tokyo/A1317/A131702/13133033/
3.82,ファイヤーホール4000,faiya-ho-ruyonsen,https://tabelog.com/tw/tokyo/A1316/A131603/13206629/
3.82,ら すとらあだ,La Strada,https://tabelog.com/tw/tokyo/A1319/A131903/13141774/
3.82,迂直,Uchoku,https://tabelog.com/tw/tokyo/A1319/A131906/13229952/
3.82,赤寶亭,Sekihotei,https://tabelog.com/tw/tokyo/A1306/A130603/13014273/
3.82,Radio,Rajio,https://tabelog.com/tw/tokyo/A1306/A130602/13001207/
3.82,代々木 今半,Yoyogi Imahan,https://tabelog.com/tw/tokyo/A1318/A131810/13001039/
3.82,うなぎ川勢,Unagikawasei,https://tabelog.com/tw/tokyo/A1309/A130905/13035338/
3.82,レストラン アニス,Restaurant Anis,https://tabelog.com/tw/tokyo/A1318/A131807/13158871/
3.82,シャントレル,Les Chanterelles,https://tabelog.com/tw/tokyo/A1318/A131810/13128296/
3.82,クオーレアズーロ,Kuoreazuro,https://tabelog.com/tw/tokyo/A1317/A131701/13140792/
3.82,AURELIO,AURELIO,https://tabelog.com/tw/tokyo/A1303/A130301/13197889/
3.82,銀座 ひらやま,Hirayama,https://tabelog.com/tw/tokyo/A1313/A131301/13151917/
3.82,銀座 鮨 わたなべ,Ginzasushiwatanabe,https://tabelog.com/tw/tokyo/A1301/A130101/13148301/
3.82,鳴神,Narukami,https://tabelog.com/tw/tokyo/A1306/A130603/13169768/
3.82,南方中華料理 南三,Nampouchuukaryouriminami,https://tabelog.com/tw/tokyo/A1309/A130903/13221235/
3.82,くろす,Kurosu,https://tabelog.com/tw/tokyo/A1309/A130905/13135191/
3.82,の弥七,Noyashichi,https://tabelog.com/tw/tokyo/A1309/A130903/13209784/
3.82,FARO,FARO,https://tabelog.com/tw/tokyo/A1301/A130101/13002640/
3.82,FRANZ,FRANZ,https://tabelog.com/tw/tokyo/A1307/A130703/13210554/
3.82,おかもと,okamoto,https://tabelog.com/tw/tokyo/A1307/A130704/13144115/
3.81,モンサンクレール,Mont St Clair,https://tabelog.com/tw/tokyo/A1317/A131703/13003221/
3.81,群林堂,Gunrindou,https://tabelog.com/tw/tokyo/A1323/A132302/13003816/
3.81,ポンチ軒,Ponchiken,https://tabelog.com/tw/tokyo/A1310/A131002/13141456/
3.81,インド料理 想いの木,indoryouriomoinoki,https://tabelog.com/tw/tokyo/A1309/A130905/13023967/
3.81,とんかつ 万平,Tonkatsumampei,https://tabelog.com/tw/tokyo/A1310/A131002/13006333/
3.81,カタネベーカリー,Katanebekari,https://tabelog.com/tw/tokyo/A1318/A131811/13020931/
3.81,ラ・ブーシェリー・デュ・ブッパ,La Boucherie du Buppa,https://tabelog.com/tw/tokyo/A1317/A131701/13018558/
3.81,焼肉 ジャンボ 篠崎本店,Jambo Shinozakihonten,https://tabelog.com/tw/tokyo/A1312/A131205/13003075/
3.81,ナポリスタカ 神谷町店,"Pizzeria da peppe NAPOLI STA'CA""",https://tabelog.com/tw/tokyo/A1307/A130704/13132020/
3.81,鰻専門店 愛川,unagisemmontenaikawa,https://tabelog.com/tw/tokyo/A1305/A130503/13029734/
3.81,豊田屋,Toyodaya,https://tabelog.com/tw/tokyo/A1312/A131202/13084796/
3.81,リュードパッシー,RUE DE PASSY,https://tabelog.com/tw/tokyo/A1317/A131702/13005155/
3.81,アイボリッシュ 渋谷店,Ivorish,https://tabelog.com/tw/tokyo/A1303/A130301/13167469/
3.81,超純水採麺 天国屋,choujunsuisaimentengokuya,https://tabelog.com/tw/tokyo/A1327/A132701/13162732/
3.81,ル パン ドゥ ジョエル･ロブション ニュウマン新宿店,Rupandwujoerurobushon,https://tabelog.com/tw/tokyo/A1304/A130401/13193559/
3.81,レストラン フウ,Restaurant FEU,https://tabelog.com/tw/tokyo/A1307/A130701/13001975/
3.81,エンジン,ENGINE,https://tabelog.com/tw/tokyo/A1309/A130905/13178164/
3.81,メンドコロ キナリ,Mendokorokinari,https://tabelog.com/tw/tokyo/A1319/A131901/13221001/
3.81,あざぶ 一期,Azabuichigo,https://tabelog.com/tw/tokyo/A1307/A130702/13021784/
3.81,銀座 kappou ukai,Kappou Ukai,https://tabelog.com/tw/tokyo/A1301/A130103/13167887/
3.81,il tram,irutoramu,https://tabelog.com/tw/tokyo/A1313/A131303/13157110/
3.81,An Di,An Di,https://tabelog.com/tw/tokyo/A1306/A130603/13209346/
3.81,TAKAZAWA,TAKAZAWA,https://tabelog.com/tw/tokyo/A1308/A130801/13019663/
3.81,すし岩瀬,Sushiiwase,https://tabelog.com/tw/tokyo/A1304/A130401/13146391/
3.81,キュイソン ルカ,Kyuisonruka,https://tabelog.com/tw/tokyo/A1317/A131710/13160141/
3.81,こまつ,Komatsu,https://tabelog.com/tw/tokyo/A1302/A130203/13170814/
3.81,マツシマ,Matsushima,https://tabelog.com/tw/tokyo/A1318/A131811/13195689/
3.81,バー シェイク,Bar Shake,https://tabelog.com/tw/tokyo/A1301/A130101/13057637/
3.81,三菊,Sangiku,https://tabelog.com/tw/tokyo/A1309/A130905/13047247/
3.81,鮨 いしやま,Sushiishiyama,https://tabelog.com/tw/tokyo/A1301/A130101/13225073/
3.81,鮨心,Sushikokoro,https://tabelog.com/tw/tokyo/A1309/A130905/13159159/
3.80,浪花家総本店,Naniwayasouhonten,https://tabelog.com/tw/tokyo/A1307/A130702/13002775/
3.80,手打うどん すみた,Teuchiudonsumita,https://tabelog.com/tw/tokyo/A1323/A132305/13003783/
3.80,アーンドラ・ダイニング 銀座,Andhra Dining GINZA,https://tabelog.com/tw/tokyo/A1301/A130101/13136701/
3.80,スパイスカフェ,SPICE Cafe,https://tabelog.com/tw/tokyo/A1312/A131203/13002935/
3.80,ダンディゾン,Dans Dix ans,https://tabelog.com/tw/tokyo/A1320/A132001/13005834/
3.80,ムルギー,Murugi,https://tabelog.com/tw/tokyo/A1303/A130301/13001732/
3.80,とんかつ檍 大門店,tonkatsuaoki,https://tabelog.com/tw/tokyo/A1314/A131401/13190933/
3.80,銀座 しまだ,Shimada,https://tabelog.com/tw/tokyo/A1301/A130101/13136359/
3.80,神名備,Kamunabi,https://tabelog.com/tw/tokyo/A1311/A131105/13006070/
3.80,竹末東京Premium,takematsutoukyoupuremiamu,https://tabelog.com/tw/tokyo/A1312/A131203/13167920/
3.80,ルカンケ,REQUINQUER,https://tabelog.com/tw/tokyo/A1316/A131602/13099717/
3.80,レストラン タテル ヨシノ 銀座,Restaurant tateru yoshino Ginza,https://tabelog.com/tw/tokyo/A1301/A130101/13055145/
3.80,AOSAN,Aosan,https://tabelog.com/tw/tokyo/A1326/A132601/13047751/
3.80,旧ヤム邸  シモキタ荘,kyuuyamutei,https://tabelog.com/tw/tokyo/A1318/A131802/13211142/
3.80,麺や金時,Menyakintoki,https://tabelog.com/tw/tokyo/A1321/A132101/13139195/
3.80,ダム・ジャンヌ,Dame-Jeanne,https://tabelog.com/tw/tokyo/A1303/A130301/13053893/
3.80,ル・ジャルダン・ブルー,LE JARDIN BLEU,https://tabelog.com/tw/tokyo/A1327/A132702/13023266/
3.80,焼鳥 おがわ,Yakitoriogawa,https://tabelog.com/tw/tokyo/A1309/A130903/13158357/
3.80,銀座 とよだ,Toyoda,https://tabelog.com/tw/tokyo/A1301/A130101/13009543/
3.80,広尾はしづめ,Hashidume,https://tabelog.com/tw/tokyo/A1307/A130703/13141454/
3.80,蕎麦切り 酒 大愚,Sobakirisaketaigu,https://tabelog.com/tw/tokyo/A1308/A130802/13130565/
3.80,リナシメント,RINASCIMENTO,https://tabelog.com/tw/tokyo/A1317/A131701/13201061/
3.80,銀座 座屋,Izariya,https://tabelog.com/tw/tokyo/A1301/A130101/13060453/
3.80,Le Bonze,Le Bonze,https://tabelog.com/tw/tokyo/A1301/A130101/13144110/
3.80,レガーロ,Regalo,https://tabelog.com/tw/tokyo/A1318/A131810/13057629/
3.80,ハインツ・ベック,HEINZ BECK,https://tabelog.com/tw/tokyo/A1302/A130201/13173596/
3.80,モンプチコションローズ,Mon Petit Cochon Rose,https://tabelog.com/tw/tokyo/A1323/A132301/13147009/
3.80,ユーゴ アンド ヴィクトール 伊勢丹新宿店,yu-goandovikuto-ru,https://tabelog.com/tw/tokyo/A1304/A130401/13187714/
3.80,ブリコラージュ ブレッド アンド カンパニー ベーカリー,Burikoraajiyuburetsudoandokampanii,https://tabelog.com/tw/tokyo/A1307/A130701/13222794/
3.80,花のれん 花楽,hananorenkagura,https://tabelog.com/tw/tokyo/A1308/A130801/13108211/
3.80,バー キサラ,Bar kisala,https://tabelog.com/tw/tokyo/A1308/A130801/13116198/
3.80,鮨 福元,Sushifukumoto,https://tabelog.com/tw/tokyo/A1318/A131802/13019424/
3.80,銀座くどう,Ginzakudou,https://tabelog.com/tw/tokyo/A1301/A130101/13212919/
3.80,スペイン料理サルデスカ,Supeinryourisarudesuka,https://tabelog.com/tw/tokyo/A1311/A131104/13196197/
3.80,LOOP,LOOP,https://tabelog.com/tw/tokyo/A1305/A130503/13213372/
3.80,栞庵 やましろ,Shiorian Yamashiro,https://tabelog.com/tw/tokyo/A1301/A130101/13154719/
3.80,川田,Kawada,https://tabelog.com/tw/tokyo/A1302/A130204/13232330/
3.80,フレンチモンスター,FRENCH MONSTAR,https://tabelog.com/tw/tokyo/A1307/A130701/13190544/
3.80,つきじやまもと,Tsukijiyamamoto,https://tabelog.com/tw/tokyo/A1313/A131301/13012803/
3.79,ブラザーズ 人形町本店,BROZERS',https://tabelog.com/tw/tokyo/A1302/A130204/13003002/
3.79,並木藪蕎麦,Namikiyabusoba,https://tabelog.com/tw/tokyo/A1311/A131102/13003650/
3.79,とんかつ檍 蒲田店,Aoki,https://tabelog.com/tw/tokyo/A1315/A131503/13114843/
3.79,はつね,Hatsune,https://tabelog.com/tw/tokyo/A1319/A131907/13000717/
3.79,ラ・ピッコラ・ターヴォラ,La Piccola Tavola,https://tabelog.com/tw/tokyo/A1318/A131805/13005575/
3.79,焼肉 ジャンボ 白金,Jumbo Shirokane,https://tabelog.com/tw/tokyo/A1316/A131602/13026377/
3.79,あげづき,Ageduki,https://tabelog.com/tw/tokyo/A1309/A130905/13107796/
3.79,龍天門,Ryuutemmon,https://tabelog.com/tw/tokyo/A1303/A130302/13004490/
3.79,南インド料理ダクシン 八重洲店,Truly south indian dakshin yaesu,https://tabelog.com/tw/tokyo/A1302/A130202/13117635/
3.79,のもと家,Nomotoya,https://tabelog.com/tw/tokyo/A1314/A131401/13170377/
3.79,ザ・ペニンシュラ ブティック＆カフェ,The Peninsula Boutique & Cafe,https://tabelog.com/tw/tokyo/A1301/A130102/13043019/
3.79,トラットリア タンタボッカ,trattoria Tanta Bocca,https://tabelog.com/tw/tokyo/A1304/A130403/13058484/
3.79,焼肉 うしごろ 西麻布本店,Ushigoro Nishiazabu,https://tabelog.com/tw/tokyo/A1307/A130701/13124592/
3.79,生粋,Namaiki,https://tabelog.com/tw/tokyo/A1311/A131101/13165294/
3.79,パティスリー SATSUKI,Pathisurisatsuki,https://tabelog.com/tw/tokyo/A1308/A130803/13000178/
3.79,麺処 びぎ屋,Mendokorobigiya,https://tabelog.com/tw/tokyo/A1317/A131702/13093976/
3.79,町田汁場 しおらーめん進化 町田駅前店,Machidashirubashioramenshinka,https://tabelog.com/tw/tokyo/A1327/A132701/13165085/
3.79,はまの屋パーラー,Hamanoyapara,https://tabelog.com/tw/tokyo/A1301/A130102/13041024/
3.79,筑紫樓 銀座店,Tsukushiro,https://tabelog.com/tw/tokyo/A1301/A130101/13030770/
3.79,レストラン香味屋,Resutorankamiya,https://tabelog.com/tw/tokyo/A1311/A131104/13003752/
3.79,たんたん亭,Tantantei,https://tabelog.com/tw/tokyo/A1318/A131805/13000705/
3.79,THE BURGER STAND FELLOWS,zaba-ga-sutandofero-zu,https://tabelog.com/tw/tokyo/A1306/A130602/13020792/
3.79,赤坂 みすじ,Misuji,https://tabelog.com/tw/tokyo/A1308/A130801/13114946/
3.79,らぁ麺やまぐち 辣式,Ramenyamaguchiratsushiki,https://tabelog.com/tw/tokyo/A1313/A131303/13186890/
3.79,赤坂 津つ井 総本店,Akasakatsutsui,https://tabelog.com/tw/tokyo/A1307/A130701/13002829/
3.79,ガレットリア,Galettoria,https://tabelog.com/tw/tokyo/A1303/A130301/13045560/
3.79,南青山エッセンス,minamiaoyamaessensu,https://tabelog.com/tw/tokyo/A1306/A130602/13039870/
3.79,玄蕎麦 野中,Gensoba Nonaka,https://tabelog.com/tw/tokyo/A1321/A132102/13002725/
3.79,チャイブレイク,chai break,https://tabelog.com/tw/tokyo/A1320/A132001/13098849/
